Gender,Age,Employment Type,Credit Score,Source of Lead,Loan Period,Value of Collateral,Monthly Income,Bank Account Type,Existing EMI,Loan Amount,Estimated EMI,New Debt to Income ratio,Loan Approved
Male,58,Salaried,667,Walk-in,5,234067,145809,Savings,10818,321156,65359.60452587489,0.5224478909112256,0
Female,36,Business,623,Walk-in,30,151671,199268,Savings,2711,366158,13339.83429444611,0.08054898074174534,0
Female,39,Salaried,727,Online,1,366850,15545,Savings,1294,100896,101484.55999999901,6.611679639755485,0
Male,30,Salaried,718,Walk-in,5,377959,67132,Savings,10977,236193,48068.48096183776,0.8795430042578467,0
Female,36,Salaried,714,Walk-in,5,442731,52674,Savings,12350,330637,67289.11669600349,1.5119246059916371,0
Male,30,Business,558,Walk-in,5,140833,76486,Savings,5937,128913,26235.545025607837,0.4206331227362895,0
Female,57,Self Employed,705,Walk-in,20,139133,57373,Current,9055,21333,1133.1853672103787,0.17757804833650634,0
Female,21,Salaried,701,Walk-in,5,262512,160573,Savings,1556,146954,29907.133366636208,0.19594286316277462,0
Female,41,Salaried,511,Walk-in,20,446317,107527,Current,18686,368834,19592.054175674908,0.35598551224971314,0
Female,29,Salaried,722,Online,5,234429,135186,Savings,17120,289783,58974.77325138438,0.5628894504710871,0
Female,45,Business,669,Walk-in,20,388421,18388,Savings,14461,72663,3859.7781998597357,0.9963442571165834,0
Male,51,Salaried,779,Walk-in,10,55015,198427,Savings,17162,118092,12191.383866790253,0.14793039186597717,0
Female,36,Salaried,573,Walk-in,5,5304,65564,Savings,5525,285623,58128.15679449851,0.970855298555587,0
Male,53,Salaried,590,Walk-in,5,55689,91357,Savings,12907,53790,10946.995003819984,0.26110746854450106,0
Female,46,Business,782,Walk-in,5,244241,81107,Savings,7525,37858,7704.616784804181,0.18777191592346135,1
Male,34,Salaried,634,Walk-in,5,441760,164196,Savings,12375,457228,93052.10320889762,0.6420808254092525,0
Male,57,Salaried,625,Walk-in,5,251110,63877,Savings,4784,255551,52008.0966763562,0.8890852212276125,0
Female,30,Self Employed,606,Online,1,28806,97267,Current,8035,422508,424972.6299999958,4.451742420348071,0
Male,56,Business,777,Walk-in,5,313388,163300,Savings,6794,9005,1832.6397101580023,0.05282694249943663,1
Female,48,Salaried,810,Walk-in,10,227951,34049,Savings,4732,254809,26305.544251202093,0.9115552366061291,0
Male,29,Salaried,793,Walk-in,5,189931,150664,Savings,521,162771,33126.10752494483,0.2233254627843734,0
Male,61,Salaried,626,Walk-in,10,64412,111766,Savings,5697,106460,10990.538956563443,0.14930783025753308,0
Female,38,Salaried,526,Walk-in,30,594,198814,Savings,2847,423054,15412.66408928005,0.09184294913476942,0
Male,41,Self Employed,589,Walk-in,5,279973,25691,Savings,4111,427288,86958.90688217572,3.5448175190602047,0
Male,50,Self Employed,759,Online,5,413222,72886,Savings,13081,39025,7942.117122589233,0.28843834375036675,1
Female,57,Business,507,Walk-in,1,426749,185453,Savings,12647,127632,128376.51999999872,0.7604272780704477,0
Male,59,Salaried,831,Walk-in,5,284568,58860,Savings,8422,42864,8723.405723066364,0.2912912966881815,1
Female,43,Salaried,653,Online,10,158864,78791,Savings,8119,37983,3921.2252600709126,0.15281218997183577,0
Male,26,Business,684,Online,1,124220,142273,Savings,6749,420690,423144.02499999583,3.021606524076921,0
Male,46,Business,850,Walk-in,1,255538,65521,Current,11656,321760,323636.93333333015,5.1173354090036804,0
Female,46,Business,727,Walk-in,5,432420,154549,Savings,518,63541,12931.455838217616,0.0870238942873627,1
Male,54,Salaried,455,Walk-in,20,192066,154124,Savings,8675,306092,16259.26852389065,0.1617805696964175,0
Male,51,Salaried,528,Call,10,283159,83595,Savings,10304,448270,46277.74655324718,0.6768556319546286,0
Male,60,Salaried,813,Walk-in,30,25209,43797,Savings,10458,14744,537.1520404779179,0.2510480635769098,0
Male,40,Salaried,760,Walk-in,20,262133,113354,Current,3851,286462,15216.544633282683,0.16821236686206648,1
Female,48,Salaried,770,Walk-in,1,481745,184378,Savings,13519,441008,443580.54666666227,2.4791436433124465,0
Male,50,Business,577,Email,1,383024,30410,Savings,6855,433351,435878.88083332905,14.558825413789183,0
Female,30,Salaried,736,Walk-in,5,122841,183406,Savings,12056,252634,51414.447588679264,0.34606527370249207,0
Female,42,Salaried,601,Email,10,283284,75780,Savings,5004,413888,42728.275292636965,0.6298795895043147,0
Male,50,Business,793,Online,10,451018,26495,Savings,8957,183644,18958.731318233487,1.0536226200503298,0
Female,56,Salaried,529,Walk-in,1,367288,153929,Savings,16039,72628,73051.66333333262,0.5787776399075718,0
Male,38,Salaried,709,Walk-in,1,187129,58677,Savings,3360,151504,152387.77333333183,2.654324067919829,0
Others,43,Business,675,Walk-in,1,321960,153898,Current,13218,434420,436954.11666666233,2.925132988516175,0
Male,41,Salaried,475,Online,20,468624,28791,Savings,6758,214773,11408.504236247814,0.6309785778975309,0
Female,22,Business,554,Online,20,103154,196553,Savings,987,456463,24246.809744196835,0.12838170744886537,0
Female,40,Salaried,502,Online,1,211820,198122,Current,8207,494325,497208.56249999505,2.5510320030082223,0
Male,56,Salaried,651,Walk-in,1,345957,41965,Savings,14880,370676,372838.27666666295,9.23908677866467,0
Female,45,Business,740,Walk-in,1,309908,97443,Savings,9762,148706,149573.45166666518,1.63516570371053,0
Female,47,Salaried,838,Call,20,92227,105766,Savings,13413,44766,2377.9204119692404,0.1493005352567861,0
Male,28,Salaried,832,Walk-in,30,82428,117905,Current,4427,18449,672.1322568351266,0.04324780337420064,0
Male,48,Salaried,810,Online,5,246495,142374,Savings,78,86077,17517.83768253974,0.12358884123884796,1
Female,30,Business,579,Walk-in,5,334033,132877,Current,18202,206665,42059.132226518996,0.4535106318363524,0
Female,58,Business,670,Online,5,2751,99028,Savings,9236,138931,28274.3439835604,0.3787852322934968,0
Others,29,Business,543,Walk-in,10,46379,123434,Savings,15258,143543,14818.85152584996,0.24366747837589287,0
Female,64,Self Employed,567,Walk-in,10,272507,199263,Savings,9803,163022,16829.79186339363,0.13365648345851278,0
Female,39,Business,633,Email,10,281371,182922,Savings,431,36233,3740.5616946568034,0.022805139319801902,1
Female,36,Salaried,555,Walk-in,30,74019,37840,Savings,13336,379863,13839.133583292412,0.7181589213343661,0
Male,34,Salaried,653,Online,1,160164,43638,Savings,14638,382973,385207.0091666629,9.162771189483085,0
Male,54,Salaried,777,Walk-in,20,108414,138144,Current,14129,445581,23668.76993891941,0.27361137609247893,0
Female,33,Salaried,628,Walk-in,5,377643,83870,Savings,15424,350167,71263.73674479702,1.033596479608883,0
Female,20,Self Employed,556,Email,5,378929,81247,Savings,8463,34272,6974.817117882849,0.1900109187770976,0
Male,36,Salaried,744,Online,10,108505,89640,Current,14334,124340,12836.404413480168,0.3031058055943794,0
Male,37,Salaried,774,Online,20,311152,110887,Savings,15315,19601,1041.1834426799153,0.1475031648676573,1
Female,50,Business,714,Walk-in,10,454838,188766,Savings,4431,348034,35929.75047161941,0.21381366597596713,1
Female,50,Business,745,Walk-in,20,422134,78826,Savings,8949,329339,17494.12345435236,0.33546194725537715,1
Male,44,Salaried,590,Walk-in,20,457815,113635,Savings,4303,308496,16386.96634523663,0.18207388872474703,1
Male,50,Business,599,Walk-in,5,328329,137847,Savings,8305,21351,4345.2182622524715,0.09176999326973,0
Male,43,Salaried,670,Online,20,494117,129094,Current,5016,360615,19155.469985307773,0.18723929838185951,1
Male,41,Business,533,Call,20,98864,84370,Savings,1962,412553,21914.35910555212,0.2829958410045291,0
Male,55,Business,716,Walk-in,10,440391,138031,Savings,3065,23196,2394.669750483239,0.03955393897373227,1
Male,20,Salaried,676,Online,10,303873,195017,Savings,3948,68983,7121.551275977984,0.05676198113999285,1
Female,35,Business,676,Walk-in,20,250411,144149,Savings,7671,275210,14618.850837199096,0.15463063106368477,0
Male,47,Salaried,692,Walk-in,20,32034,186050,Current,7106,258685,13741.061112680673,0.11205085252717373,0
Female,25,Self Employed,482,Walk-in,5,66039,39996,Savings,14688,233065,47431.89051060242,1.5531525780228628,0
Female,50,Salaried,770,Walk-in,20,287347,88269,Current,17312,360676,19158.710237846088,0.41317688245982265,0
Male,53,Salaried,539,Walk-in,20,277140,179092,Current,5422,339569,18037.529740695685,0.13099150012672642,0
Female,29,Self Employed,580,Walk-in,1,372024,155262,Savings,13429,141147,141970.35749999862,1.0008846820213486,0
Male,41,Business,680,Walk-in,10,32602,34939,Savings,10274,265516,27410.89556256716,1.0785911320463424,0
Female,60,Salaried,574,Online,1,184086,23484,Savings,2915,270927,272507.4074999973,11.728087527678305,0
Male,26,Business,717,Email,1,27935,72512,Savings,14199,60019,60369.110833332736,1.0283554561084058,0
Female,30,Business,700,Walk-in,10,292569,173429,Savings,10283,469419,48461.091550357465,0.33872127239595146,0
Female,63,Self Employed,680,Online,20,121339,137495,Current,9389,226709,12042.531355875768,0.1558713506373015,0
Male,26,Salaried,542,Walk-in,1,62534,195260,Savings,197,15710,15801.64166666651,0.08193506948000875,0
Male,35,Salaried,684,Walk-in,20,45216,37406,Savings,9048,215446,11444.253251957402,0.547833322246629,0
Female,52,Salaried,520,Walk-in,10,341776,199615,Savings,16179,83580,8628.491884177838,0.12427669205309139,0
Female,37,Salaried,719,Walk-in,20,297086,170360,Savings,845,242858,12900.348376223603,0.08068412993791736,1
Male,47,Self Employed,710,Walk-in,20,3527,22793,Savings,6290,139775,7424.693418732981,0.6017063755860563,0
Female,28,Salaried,674,Walk-in,20,13993,21677,Savings,18131,459165,24390.336995975882,1.961587719517271,0
Male,48,Salaried,673,Online,20,30224,70869,Savings,4965,236086,12540.62722557678,0.24701388795632476,0
Female,59,Salaried,624,Walk-in,20,5423,106034,Savings,345,10411,553.0208061701238,0.008469177869080897,0
Male,35,Self Employed,706,Walk-in,1,289257,139700,Savings,16539,461462,464153.86166666204,3.4408937842996568,0
Female,42,Business,457,Walk-in,5,43246,71335,Savings,15947,28160,5730.942169688989,0.30388928533944054,0
Male,39,Salaried,785,Walk-in,1,190639,159340,Savings,5561,180199,181250.16083333152,1.1724059296682035,0
Male,60,Salaried,802,Walk-in,10,288977,25634,Savings,8333,94064,9710.821495492992,0.7039019074468672,0
Male,65,Business,543,Walk-in,1,407523,21420,Savings,16487,281433,283074.6924999972,13.985139705882222,0
Male,34,Business,727,Walk-in,1,278072,199968,Savings,17622,420417,422869.4324999958,2.202809612037905,0
Female,45,Salaried,648,Walk-in,20,121190,84914,Savings,12241,243060,12911.078392825888,0.29620649589968545,0
Male,49,Salaried,699,Walk-in,10,308412,81534,Savings,3531,328240,33886.29069230119,0.45891641146394374,0
Female,38,Salaried,751,Walk-in,20,323068,19302,Savings,16169,202475,10755.248076966269,1.3948942118415848,0
Male,52,Salaried,500,Walk-in,1,351787,153902,Savings,3875,437984,440538.9066666623,2.8876421792222473,0
Male,54,Salaried,463,Walk-in,5,81814,128202,Savings,17636,207476,42224.181732897465,0.4669208103843736,0
Male,58,Salaried,774,Walk-in,5,419787,33908,Savings,7079,469713,95592.97014741208,3.0279571236113036,0
Male,47,Self Employed,542,Walk-in,1,336505,178970,Current,12914,393839,396136.39416666277,2.2855807910077823,0
Male,46,Salaried,503,Walk-in,5,448470,60191,Savings,7109,189781,38623.009087562,0.759781513640943,0
Male,46,Business,505,Walk-in,5,286516,189249,Current,15037,243063,49466.61919712765,0.3408399473557464,0
Female,39,Business,850,Walk-in,1,496672,198240,Savings,11882,209825,211048.9791666646,1.1245509441417705,0
Male,47,Salaried,575,Walk-in,10,49652,183134,Savings,18146,194181,20046.53245467261,0.20854965464999733,0
Female,49,Self Employed,736,Walk-in,5,178487,186975,Savings,8909,253786,51648.89522289381,0.32388231166141895,0
Female,38,Business,725,Walk-in,1,263707,169671,Savings,12100,240549,241952.20249999763,1.4973224799759395,0
Male,18,Business,451,Walk-in,10,20459,39373,Savings,1428,426241,44003.55359181438,1.153875843644487,0
Male,35,Salaried,536,Walk-in,10,181398,157076,Current,17024,336110,34698.760555049215,0.32928493566839756,0
Others,55,Salaried,850,Walk-in,20,222782,188549,Savings,1822,48403,2571.1138297044,0.023299587002341037,1
Female,35,Salaried,510,Email,5,89606,133886,Savings,5804,395942,80579.57047411213,0.6452024145475415,0
Female,32,Self Employed,526,Online,30,477294,64157,Savings,19432,247796,9027.680888650713,0.44359432156507805,0
Male,24,Salaried,747,Walk-in,20,182208,72355,Savings,19611,148214,7872.963765795672,0.37984885309647803,0
Female,34,Salaried,702,Walk-in,10,89219,17150,Current,18303,383734,39615.28720606722,3.3771596038523164,0
Female,24,Salaried,787,Walk-in,5,147975,38226,Savings,15461,403161,82048.73494580903,2.5508746650397383,0
Female,30,Salaried,472,Walk-in,1,305021,94680,Savings,14451,106633,107255.02583333227,1.2854459847204507,0
Others,39,Salaried,572,Online,10,296240,101442,Current,8662,496853,51293.27683811213,0.5910301141352904,0
Male,56,Salaried,513,Walk-in,10,416796,76528,Savings,6137,104731,10812.043353934305,0.22147505950677276,0
Male,27,Business,524,Walk-in,20,482129,46435,Savings,6341,211265,11222.163155847778,0.37823114365990695,0
Female,45,Business,636,Walk-in,10,276278,174066,Savings,10443,452718,46736.9417183683,0.3284957528659721,0
Female,45,Salaried,588,Walk-in,30,435108,69102,Savings,7563,293915,10707.88401906316,0.26440456164891263,1
Male,54,Salaried,556,Walk-in,20,286046,67434,Savings,9593,106921,5679.525272933994,0.22648108184200838,0
Male,26,Salaried,712,Walk-in,30,288261,153964,Savings,12870,251331,9156.467680775608,0.14306245408521218,1
Male,61,Business,532,Walk-in,5,499179,166060,Savings,12891,431785,87874.10741261221,0.6067993942708191,0
Male,46,Salaried,540,Online,1,475543,108708,Savings,9912,432172,434693.00333332905,4.0899014178655575,0
Female,57,Business,738,Walk-in,20,443899,54907,Current,14903,62538,3321.949397393834,0.33192396957389464,1
Female,56,Salaried,542,Walk-in,20,180847,30479,Savings,578,99690,5295.422549908716,0.19270391252694366,0
Male,30,Salaried,469,Walk-in,1,474216,128792,Current,5004,324614,326507.5816666634,2.574007559993349,0
Male,62,Salaried,637,Online,20,2766,25802,Savings,10675,42088,2235.668013647889,0.5003747001646341,0
Male,32,Salaried,745,Walk-in,10,447015,124885,Savings,2600,327322,33791.5197477011,0.2914002462081203,1
Male,60,Salaried,503,Walk-in,1,314123,22774,Savings,14282,24678,24821.954999999754,1.7170437779924368,0
Female,48,Salaried,661,Walk-in,10,463167,31625,Savings,8934,433595,44762.753511846015,1.6979210596631151,0
Others,62,Salaried,527,Walk-in,20,160813,109111,Savings,4270,42419,2253.250367585293,0.059785451215599646,0
Female,29,Business,663,Walk-in,10,97520,188411,Savings,12096,145885,15060.630994535582,0.14413506108738652,0
Male,57,Salaried,516,Call,20,261389,121332,Savings,16097,107554,5713.1495328807505,0.1797559550067645,0
Female,38,Salaried,776,Walk-in,1,197274,28749,Savings,13214,445357,447954.9158333289,16.041215897364392,0
Female,20,Salaried,709,Walk-in,10,404516,61521,Savings,2030,443875,45824.02291325004,0.7778485868768394,0
Female,49,Salaried,638,Walk-in,20,232652,90732,Savings,5859,434716,23091.633154841184,0.31907852967906786,0
Male,56,Self Employed,607,Walk-in,5,26360,111663,Savings,19491,393051,79991.21273929073,0.8909147411344019,0
Male,50,Business,847,Walk-in,5,267749,104398,Savings,7181,217389,44241.61176585652,0.4925631886229288,0
Male,35,Salaried,457,Online,10,99437,130758,Savings,13215,60308,6225.976173139472,0.14867905729010442,0
Male,39,Self Employed,642,Walk-in,20,181733,69069,Savings,18612,326884,17363.716569408778,0.5208663303277704,0
Male,45,Salaried,813,Walk-in,1,44349,45591,Current,13723,433436,435964.3766666624,9.86351202357181,0
Male,43,Business,591,Online,5,116546,125280,Savings,19648,464561,94544.46822773035,0.9114979903235181,0
Female,49,Self Employed,541,Walk-in,1,452175,103563,Savings,12590,126695,127434.0541666654,1.3520664152898758,0
Female,18,Business,850,Walk-in,5,55371,74132,Savings,18118,156855,31922.12123673886,0.6750137759232028,0
Male,56,Salaried,716,Email,10,388877,117591,Savings,4943,311221,32129.311709568214,0.3152648732434303,1
Male,31,Salaried,804,Walk-in,20,37473,160456,Current,14581,414819,22034.726519516338,0.22819792665600747,0
Female,47,Salaried,809,Walk-in,5,120305,54005,Savings,10647,471545,95965.80701015604,1.9741284512574029,0
Female,46,Salaried,532,Walk-in,10,102878,101946,Current,9646,233152,24069.75520196017,0.3307217075899022,0
Female,56,Business,720,Walk-in,20,278438,41348,Savings,2126,129905,6900.409934255109,0.21830342300123606,0
Others,54,Business,487,Online,5,466308,51573,Savings,8192,246459,50157.75128548929,1.131401145667099,0
Female,33,Salaried,521,Walk-in,10,266827,148286,Savings,5083,439453,45367.51189252936,0.3402243764922471,0
Others,63,Business,709,Walk-in,20,388889,145541,Savings,16248,117612,6247.419369443916,0.15456413910474653,1
Male,45,Self Employed,588,Walk-in,5,488016,45973,Savings,6609,256873,52277.14161770311,1.2808853374307336,0
Male,59,Salaried,723,Walk-in,1,100715,137809,Savings,7678,231400,232749.83333333104,1.7446453666547979,0
Male,55,Business,557,Walk-in,10,33076,39632,Savings,10734,259432,26782.805772864624,0.9466291323391356,0
Male,48,Salaried,732,Walk-in,5,498750,70301,Savings,10060,352237,71685.0098375263,1.1627858755569096,0
Male,31,Salaried,746,Call,5,151818,31621,Savings,11378,386606,78679.56777183172,2.848030352355451,0
Female,27,Business,773,Walk-in,30,71712,15732,Savings,13758,354254,12906.148870555093,1.6948988603200543,0
Female,37,Salaried,734,Call,10,100136,145271,Savings,17091,351046,36240.69827677786,0.3671186835416419,0
Female,39,Self Employed,848,Walk-in,20,22567,193765,Savings,13617,40544,2153.6524412027184,0.08139061461668887,0
Male,28,Salaried,496,Walk-in,1,78509,37547,Current,11587,421495,423953.72083332913,11.599880705071755,0
Female,41,Salaried,446,Call,20,170719,116128,Savings,19215,219173,11642.227370158924,0.26571737539748314,0
Female,41,Salaried,459,Walk-in,20,278238,142117,Savings,14269,127784,6787.744759931142,0.14816485543552946,0
Male,18,Business,534,Walk-in,20,22794,70671,Savings,3661,416697,22134.483802581126,0.3650080485995829,0
Female,54,Business,491,Walk-in,5,264144,148526,Current,11575,258886,52686.81443686447,0.43266373858357776,0
Male,37,Salaried,567,Walk-in,5,139930,175559,Savings,4109,12078,2458.036914968168,0.037406438376660654,0
Male,35,Self Employed,583,Walk-in,10,65287,176761,Savings,10348,293539,30303.887044624058,0.22998221918083775,0
Female,44,Business,810,Walk-in,20,165524,168679,Savings,12101,371993,19759.85676204427,0.18888454853327485,0
Male,26,Salaried,640,Walk-in,20,81120,191337,Savings,2090,348625,18518.574445400005,0.10770825530556037,0
Male,18,Self Employed,671,Walk-in,1,193918,130455,Savings,11064,379458,381671.5049999962,3.0105055766355924,0
Female,34,Business,506,Walk-in,20,431601,157647,Savings,12762,319099,16950.185979068327,0.1884728918347214,0
Female,45,Business,685,Walk-in,20,6782,185023,Current,1098,446215,23702.447317760238,0.1340398075793833,0
Male,47,Self Employed,616,Walk-in,10,363524,67576,Savings,1950,179145,18494.27110063459,0.30253745561493117,0
Male,41,Salaried,756,Walk-in,1,398332,130401,Savings,3378,493682,496561.81166666176,3.8338648604432617,0
Male,51,Business,735,Online,20,303549,31469,Savings,10744,450041,23905.680206474757,1.1010734439122554,0
Female,41,Salaried,728,Walk-in,10,397599,65730,Savings,19266,32562,3361.5811525795502,0.34425043591327475,1
Male,42,Business,675,Walk-in,20,450392,115320,Current,6223,348757,18525.586139417337,0.21460792698072612,1
Male,63,Salaried,711,Walk-in,20,25657,26678,Savings,13995,150676,8003.742482997751,0.824602387097899,0
Female,34,Salaried,685,Online,1,415386,75771,Savings,2010,485512,488344.15333332855,6.47152806922607,0
Female,54,Salaried,612,Walk-in,10,406297,60699,Current,493,13607,1404.7366483370165,0.03126471026437036,1
Male,46,Salaried,603,Online,5,331431,122767,Savings,18235,237536,48341.79968818337,0.5423020818964654,0
Female,27,Salaried,737,Walk-in,20,46620,30002,Savings,5378,40337,2142.656830130082,0.25067184954769955,0
Female,44,Business,761,Walk-in,5,131016,43389,Savings,14961,246550,50176.27102048368,1.5012392777082597,0
Male,25,Business,765,Online,1,97361,143538,Savings,4943,327034,328941.6983333301,2.326106663972816,0
Male,48,Salaried,664,Walk-in,20,373510,62971,Savings,10350,209158,11110.2416460408,0.340795630465465,0
Female,49,Salaried,504,Walk-in,1,269929,44421,Savings,14133,192868,193993.0633333314,4.685307924930357,0
Male,63,Business,552,Online,10,12564,103238,Savings,10486,392472,40517.36619726064,0.49403675194463903,0
Female,39,Salaried,758,Walk-in,5,22479,153043,Savings,13791,123462,25126.192548087427,0.2542892686897632,0
Male,24,Salaried,710,Call,10,390082,34235,Savings,13335,40381,4168.785962849788,0.5112833638922094,0
Male,44,Salaried,773,Walk-in,10,188255,117460,Savings,5791,125807,12987.852099458738,0.15987444321010333,0
Male,39,Salaried,723,Call,5,230921,198465,Savings,13663,154142,31369.988917620743,0.2269064516041657,0
Male,44,Business,619,Walk-in,30,208445,146846,Savings,11094,349902,12747.597210207841,0.16235782527415007,0
Male,29,Business,685,Walk-in,1,234207,66613,Savings,2400,11449,11515.78583333322,0.2089049559895699,0
Male,46,Salaried,583,Walk-in,5,208007,22985,Current,3398,128811,26214.78664132842,1.2883526926834206,0
Female,58,Salaried,464,Online,5,420575,154379,Current,12657,187533,38165.51057912945,0.329206113390613,0
Others,31,Salaried,731,Walk-in,10,352369,45119,Savings,3968,410953,42425.27668435673,1.028242573735161,0
Female,41,Salaried,746,Email,5,484099,71808,Savings,15453,485108,98726.0615786039,1.590060460931984,0
Female,39,Self Employed,781,Email,1,407708,98269,Savings,10849,129959,130717.09416666538,1.440597687639697,0
Male,69,Business,736,Walk-in,20,218507,197969,Savings,2677,478908,25439.063321613838,0.14202255566080466,0
Others,56,Business,501,Walk-in,5,410612,75587,Savings,18789,451532,91892.88990639236,1.4642979600512305,0
Male,37,Salaried,578,Walk-in,5,384228,192350,Savings,10300,381914,77724.68209497872,0.4576276688067519,0
Female,41,Business,740,Walk-in,5,290403,34231,Current,17659,194185,39519.28285586138,1.6703655416394898,0
Others,35,Salaried,687,Walk-in,1,325886,121318,Current,13047,30386,30563.25166666636,0.35947057869950344,0
Female,30,Salaried,440,Walk-in,1,453810,45028,Savings,13063,341342,343333.1616666633,7.9149898211482475,0
Others,37,Salaried,663,Walk-in,1,466706,119265,Savings,7315,90543,91071.1674999991,0.8249374711776221,0
Female,32,Business,802,Walk-in,1,189668,46143,Savings,9261,281419,283060.61083333055,6.335123655447859,0
Male,41,Business,719,Walk-in,1,40302,192464,Savings,1141,337803,339773.51749999664,1.771315765545747,0
Male,45,Salaried,729,Walk-in,5,388126,191650,Savings,1566,355794,72408.90761087798,0.38598960402232185,1
Female,48,Salaried,573,Walk-in,10,118891,38975,Savings,7380,393269,40599.64554676638,1.231036447639933,0
Male,21,Salaried,553,Walk-in,10,315673,73983,Savings,6297,468976,48415.357859226926,0.7395260784129722,0
Female,42,Business,665,Email,1,133740,173593,Savings,9107,326683,328588.65083333006,1.9453298856136483,0
Others,41,Business,515,Walk-in,20,285061,156685,Savings,4536,62465,3318.0717181266723,0.050126506801076505,0
Male,62,Self Employed,803,Call,20,425500,165513,Current,3856,429973,22839.690240263822,0.16129059493975592,1
Female,55,Salaried,811,Walk-in,30,92688,73311,Savings,2904,133507,4863.914641080126,0.10595837788435741,0
Female,30,Self Employed,744,Walk-in,5,176122,70088,Savings,5988,39658,8070.941213264415,0.2005898472386773,0
Female,53,Salaried,673,Walk-in,10,419219,109650,Savings,5656,212354,21922.646154255814,0.2515152408048866,1
Others,45,Salaried,802,Walk-in,1,363689,104125,Savings,9993,357108,359191.12999999645,3.545585882352907,0
Female,28,Business,521,Walk-in,20,66413,91559,Savings,1660,80661,4284.623114637246,0.06492669333039074,0
Others,56,Salaried,484,Walk-in,1,378030,89747,Savings,7852,337464,339432.53999999666,3.869594972533864,0
Female,39,Salaried,512,Online,5,146505,178578,Savings,13712,440586,89665.2303542114,0.5788911867879101,0
Male,51,Salaried,553,Walk-in,5,33221,82542,Savings,6093,469846,95620.03745240386,1.232257971122627,0
Male,45,Business,563,Walk-in,10,184828,123058,Savings,18002,427420,44125.269216741945,0.5048616848700771,0
Female,35,Business,602,Call,10,222447,155105,Current,16977,379529,39181.178467457896,0.36206555860518935,0
Male,49,Salaried,699,Online,1,116831,49971,Savings,2070,185728,186811.4133333315,3.779820562592934,0
Female,29,Business,795,Walk-in,5,372225,161136,Savings,647,48785,9928.409579129166,0.06563033449464531,1
Female,44,Salaried,740,Call,20,170185,79705,Savings,1329,178914,9503.713813766357,0.13591009113313288,0
Male,45,Business,459,Call,20,105508,138692,Savings,17807,233981,12428.811953557944,0.21800689263661888,0
Female,40,Business,537,Walk-in,10,143450,112440,Savings,14936,32118,3315.7442251259135,0.16232429940524645,0
Female,32,Salaried,595,Walk-in,10,192744,70935,Savings,7025,83738,8644.803223226656,0.22090368962045048,0
Female,35,Salaried,840,Walk-in,1,144018,76105,Savings,1234,491836,494705.04333332845,6.516510654140049,0
Male,57,Salaried,700,Walk-in,1,445426,123205,Current,17840,463571,466275.1641666621,3.9293467324107145,0
Male,46,Business,755,Online,5,183080,118970,Savings,5479,390456,79463.0950215939,0.7139791125627797,0
Male,29,Salaried,413,Walk-in,5,9103,38790,Savings,2830,406999,82829.8200327148,2.2082964690052798,0
Female,40,Business,803,Walk-in,10,112892,188096,Savings,9264,257167,26548.975501057215,0.1903973263708809,0
Male,27,Business,695,Walk-in,5,458098,60241,Savings,7754,97856,19915.02403966924,0.45930552347519527,1
Female,51,Salaried,627,Walk-in,1,91579,33892,Savings,6879,307180,308971.8833333303,9.319334454541789,0
Male,31,Business,848,Walk-in,5,131512,180558,Savings,7173,382432,77830.10212494672,0.4707800381314963,0
Male,45,Salaried,753,Walk-in,1,361443,176156,Savings,17462,57631,57967.18083333276,0.4281953543071639,1
Female,24,Self Employed,432,Walk-in,20,67647,26524,Savings,13138,197046,10466.865601056403,0.8899436586131956,0
Female,47,Salaried,494,Walk-in,1,299012,17593,Savings,14287,408431,410813.51416666264,24.16304860834779,0
Male,38,Salaried,795,Walk-in,5,241297,131160,Savings,4618,32729,6660.795677263883,0.08599264773760203,1
Male,27,Salaried,724,Online,10,38983,179538,Savings,5495,154908,15992.132337810726,0.11968013644916801,0
Male,39,Business,796,Online,1,298380,70602,Savings,13385,317443,319294.7508333302,4.712044288169318,0
Female,44,Salaried,823,Walk-in,1,373352,147297,Savings,4914,271503,273086.76749999734,1.887348469418911,0
Female,49,Salaried,698,Walk-in,10,39241,93716,Savings,16471,292378,30184.02967351218,0.49783419771983634,0
Male,33,Self Employed,625,Online,1,409123,77060,Savings,17472,454309,456959.13583332876,6.156645936067075,0
Male,25,Business,579,Walk-in,10,283794,115508,Savings,13584,301026,31076.81739562716,0.38664696294306167,0
Male,51,Salaried,527,Walk-in,20,392606,133014,Savings,17037,412779,21926.363975612097,0.2929267894778903,0
Female,26,Self Employed,761,Online,5,405247,156720,Current,19493,489323,99583.87128191495,0.7598064783174767,0
Others,55,Salaried,801,Online,5,48867,151020,Savings,17781,231457,47104.640687844614,0.42964932252578875,0
Male,36,Self Employed,657,Online,20,55644,177768,Savings,2427,130843,6950.235456893432,0.05274985068681333,0
Female,30,Salaried,718,Walk-in,5,4460,35186,Savings,2084,339195,69030.78583976053,2.0211102665764944,0
Male,37,Salaried,490,Walk-in,30,486166,108846,Savings,8930,193776,7059.629259064637,0.14690139517359055,1
Male,38,Salaried,802,Walk-in,1,31135,60926,Savings,2999,290434,292128.19833333045,4.844027153158429,0
Female,52,Business,424,Online,10,94832,163994,Savings,2466,183509,18944.79441461583,0.1305584010062309,0
Female,32,Business,842,Walk-in,10,373242,73912,Savings,17264,493928,50991.31059306284,0.9234672393259936,0
